dataset	BioGRID_Interaction_ID	A	B	Experimental_system	Author	PubMed_ID	A_sp_ID	B_sp_ID	A_species	B_species	interactor_sp_ID	interactor_name	Ob_ID	baseMean	log2FoldChange	lfcSE	pvalue	padj
BioGRID	1256054	FBXW11	ADAR	Affinity Capture-MS	Low TY (2014)	PUBMED:25515538	Q9UKB1	P55265	Homo sapiens	Homo sapiens	Q9UKB1	FBXW11	Ocbimv22036228m	1743.27200649661	0.27624978603091	0.112952124042858	0.0062472781076549	0.0610808892459107
BioGRID	1257797	NTRK1	ADAR	Affinity Capture-MS	Emdal KB (2015)	PUBMED:25921289	P04629	P55265	Homo sapiens	Homo sapiens	P04629	NTRK1	NA	NA	NA	NA	NA	NA
BioGRID	1277290	SCARNA22	ADAR	Affinity Capture-RNA	Chu L (2012)	PUBMED:22751105	-	P55265	Homo sapiens	Homo sapiens	-	SCARNA22	NA	NA	NA	NA	NA	NA
BioGRID	1415413	IFI16	ADAR	Affinity Capture-MS	Diner BA (2015)	PUBMED:25693804	Q16666	P55265	Homo sapiens	Homo sapiens	Q16666	IFI16	NA	NA	NA	NA	NA	NA
BioGRID	1442981	HNRNPA1	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	P09651	P55265	Homo sapiens	Homo sapiens	P09651	HNRNPA1	NA	NA	NA	NA	NA	NA
BioGRID	1442982	MYC	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	P01106	P55265	Homo sapiens	Homo sapiens	P01106	MYC	NA	NA	NA	NA	NA	NA
BioGRID	1442983	XRCC3	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	O43542	P55265	Homo sapiens	Homo sapiens	O43542	XRCC3	Ocbimv22002312m	28.8989771145244	-0.0276364430718719	0.204052464998109	0.803085550113987	0.929592032143675
BioGRID	1442984	MATR3	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	P43243	P55265	Homo sapiens	Homo sapiens	P43243	MATR3	NA	NA	NA	NA	NA	NA
BioGRID	1442985	THOC1	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q96FV9	P55265	Homo sapiens	Homo sapiens	Q96FV9	THOC1	Ocbimv22037023m	4633.53810286741	0.106621242551849	0.0839643951943332	0.175350820430949	0.477518622633141
BioGRID	1442986	TACC3	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q9Y6A5	P55265	Homo sapiens	Homo sapiens	Q9Y6A5	TACC3	NA	NA	NA	NA	NA	NA
BioGRID	1442987	EXOSC4	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q9NPD3	P55265	Homo sapiens	Homo sapiens	Q9NPD3	EXOSC4	Ocbimv22039929m	1176.67780254238	0.799404403298124	0.148962775334517	7.3921704684482e-09	1.13361344624023e-06
BioGRID	1442988	THOC2	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q8NI27	P55265	Homo sapiens	Homo sapiens	Q8NI27	THOC2	Ocbimv22039291m	5180.13229613361	0.026397942059319	0.112886264692738	0.753733894567429	0.907342547056704
BioGRID	1442989	THOC7	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q6I9Y2	P55265	Homo sapiens	Homo sapiens	Q6I9Y2	THOC7	Ocbimv22013626m	4689.36327353457	0.336774923193957	0.140390144509426	0.0051614892267027	0.0531927470817641
BioGRID	1442990	MMGT1	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q8N4V1	P55265	Homo sapiens	Homo sapiens	Q8N4V1	MMGT1	Ocbimv22033870m	4327.61413448342	0.176994681759889	0.171456760770825	0.172081562271589	0.473719555377311
BioGRID	1442991	ZFC3H1	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	O60293	P55265	Homo sapiens	Homo sapiens	O60293	ZFC3H1	NA	NA	NA	NA	NA	NA
BioGRID	1458469	Junb	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	P09450	P55265	Mus musculus	Homo sapiens	P09450	Junb	NA	NA	NA	NA	NA	NA
BioGRID	1458470	Rpl35	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q6ZWV7	P55265	Mus musculus	Homo sapiens	Q6ZWV7	Rpl35	Ocbimv22037095m	24907.3344833117	0.282007657537964	0.182926582599881	0.042435926365727	0.216283261567585
BioGRID	1458471	Rrbp1	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q99PL5	P55265	Mus musculus	Homo sapiens	Q99PL5	Rrbp1	NA	NA	NA	NA	NA	NA
BioGRID	1458472	Srsf1	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	Q6PDM2	P55265	Mus musculus	Homo sapiens	Q6PDM2	Srsf1	Ocbimv22033217m	1833.85521364716	-0.66380882673742	0.214501909943602	0.000191294173812483	0.00441714214604487
BioGRID	1458473	Sesn2	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	P58043	P55265	Mus musculus	Homo sapiens	P58043	Sesn2	Ocbimv22009760m	8099.40033586222	-0.122642021978193	0.200729154024534	0.316127923374089	0.639622946640375
BioGRID	1458474	Fus	ADAR	Affinity Capture-MS	Hein MY (2015)	PUBMED:26496610	P56959	P55265	Mus musculus	Homo sapiens	P56959	Fus	NA	NA	NA	NA	NA	NA
BioGRID	1506503	RBPJ	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	Q06330	P55265	Homo sapiens	Homo sapiens	Q06330	RBPJ	Ocbimv22031645m	NA	NA	NA	NA	NA
BioGRID	1506685	FOXA2	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	Q9Y261	P55265	Homo sapiens	Homo sapiens	Q9Y261	FOXA2	NA	NA	NA	NA	NA	NA
BioGRID	1506694	FOXA3	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	P55318	P55265	Homo sapiens	Homo sapiens	P55318	FOXA3	NA	NA	NA	NA	NA	NA
BioGRID	1506755	FOXB1	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	Q99853	P55265	Homo sapiens	Homo sapiens	Q99853	FOXB1	Ocbimv22011663m	5.12281503505963	0.082574369381733	0.25449426608787	0.188282294365614	0.495887845297358
BioGRID	1507443	FOXG1	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	P55316	P55265	Homo sapiens	Homo sapiens	P55316	FOXG1	NA	NA	NA	NA	NA	NA
BioGRID	1507489	FOXH1	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	O75593	P55265	Homo sapiens	Homo sapiens	O75593	FOXH1	NA	NA	NA	NA	NA	NA
BioGRID	1507548	FOXI2	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	Q6ZQN5	P55265	Homo sapiens	Homo sapiens	Q6ZQN5	FOXI2	NA	NA	NA	NA	NA	NA
BioGRID	1508919	CRY2	ADAR	Affinity Capture-MS	Papp SJ (2015)	PUBMED:25756610	Q49AN0	P55265	Homo sapiens	Homo sapiens	Q49AN0	CRY2	Ocbimv22004377m	NA	NA	NA	NA	NA
BioGRID	1509110	FOXL1	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	Q12952	P55265	Homo sapiens	Homo sapiens	Q12952	FOXL1	NA	NA	NA	NA	NA	NA
BioGRID	1510088	FOXP3	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	Q9BZS1	P55265	Homo sapiens	Homo sapiens	Q9BZS1	FOXP3	NA	NA	NA	NA	NA	NA
BioGRID	1510281	FOXS1	ADAR	Affinity Capture-MS	Li X (2015)	PUBMED:25609649	O43638	P55265	Homo sapiens	Homo sapiens	O43638	FOXS1	NA	NA	NA	NA	NA	NA
BioGRID	1516826	MEX3C	ADAR	Affinity Capture-MS	Cano F (2015)	PUBMED:26471122	Q5U5Q3	P55265	Homo sapiens	Homo sapiens	Q5U5Q3	MEX3C	Ocbimv22019373m	359.896049001295	-0.264982673244144	0.204168532382898	0.0668959771226501	0.283211370813176
BioGRID	2252176	USP38	ADAR	Affinity Capture-MS	Huttlin EL (2017)	PUBMED:28514442	Q8NB14	P55265	Homo sapiens	Homo sapiens	Q8NB14	USP38	Ocbimv22017408m	651.495702657579	-0.550320896182969	0.225690326090475	0.00173628172693757	0.0239338844596959
BioGRID	2360987	COX15	ADAR	Affinity Capture-MS	Malty RH (2017)	PUBMED:29128334	Q7KZN9	P55265	Homo sapiens	Homo sapiens	Q7KZN9	COX15	Ocbimv22031823m	6930.57099492817	0.260719414758779	0.120725031041963	0.0140258409342307	0.105200796177392
BioGRID	2362007	PDHA1	ADAR	Affinity Capture-MS	Malty RH (2017)	PUBMED:29128334	P08559	P55265	Homo sapiens	Homo sapiens	P08559	PDHA1	Ocbimv22035177m	23252.0517375756	0.220837757121656	0.22326969461377	0.124047973119914	0.40117612120626
BioGRID	2376531	FOXA1	ADAR	Affinity Capture-MS	Jozwik KM (2016)	PUBMED:27926873	P55317	P55265	Homo sapiens	Homo sapiens	P55317	FOXA1	NA	NA	NA	NA	NA	NA
BioGRID	2379946	G3BP1	ADAR	Affinity Capture-MS	Jain S (2016)	PUBMED:26777405	Q13283	P55265	Homo sapiens	Homo sapiens	Q13283	G3BP1	NA	NA	NA	NA	NA	NA
BioGRID	2381596	UBE2A	ADAR	Affinity Capture-MS	An H (2017)	PUBMED:28031328	P49459	P55265	Homo sapiens	Homo sapiens	P49459	UBE2A	Ocbimv22027657m	2777.31299203785	-0.0691450459862591	0.118357245485988	0.502029774714886	0.773080329723853
BioGRID	2464644	RMND5A	ADAR	Affinity Capture-MS	Lampert F (2018)	PUBMED:29911972	Q9H871	P55265	Homo sapiens	Homo sapiens	Q9H871	RMND5A	Ocbimv22014353m	11852.4717377127	0.503583762206124	0.175882733086413	0.000732284744992691	0.0124926714930222
BioGRID	2492112	ADAR	BTRC	Affinity Capture-Western	Li L (2016)	PUBMED:27729454	P55265	Q9Y297	Homo sapiens	Homo sapiens	Q9Y297	BTRC	Ocbimv22036228m	1743.27200649661	0.27624978603091	0.112952124042858	0.0062472781076549	0.0610808892459107
BioGRID	2492402	CHD3	ADAR	Affinity Capture-MS	Hoffmeister H (2017)	PUBMED:28977666	Q12873	P55265	Homo sapiens	Homo sapiens	Q12873	CHD3	Ocbimv22018363m	NA	NA	NA	NA	NA
BioGRID	2492402	CHD3	ADAR	Affinity Capture-MS	Hoffmeister H (2017)	PUBMED:28977666	Q12873	P55265	Homo sapiens	Homo sapiens	Q12873	CHD3	Ocbimv22018363m	NA	NA	NA	NA	NA
BioGRID	2493057	CHD4	ADAR	Affinity Capture-MS	Hoffmeister H (2017)	PUBMED:28977666	Q14839	P55265	Homo sapiens	Homo sapiens	Q14839	CHD4	Ocbimv22018363m	NA	NA	NA	NA	NA
BioGRID	2493057	CHD4	ADAR	Affinity Capture-MS	Hoffmeister H (2017)	PUBMED:28977666	Q14839	P55265	Homo sapiens	Homo sapiens	Q14839	CHD4	Ocbimv22018363m	NA	NA	NA	NA	NA
BioGRID	2515958	BPLF1	ADAR	Affinity Capture-MS	Gupta S (2018)	PUBMED:29357390	P03186	P55265	Human Herpesvirus 4	Homo sapiens	P03186	BPLF1	NA	NA	NA	NA	NA	NA
BioGRID	2518947	ESR2	ADAR	Affinity Capture-MS	Giurato G (2018)	PUBMED:29509190	Q92731	P55265	Homo sapiens	Homo sapiens	Q92731	ESR2	NA	NA	NA	NA	NA	NA
BioGRID	2530930	RECQL4	ADAR	Affinity Capture-MS	Lu H (2017)	PUBMED:29229926	O94761	P55265	Homo sapiens	Homo sapiens	O94761	RECQL4	Ocbimv22038804m	25.614414073367	0.170835386559578	0.311383591907446	0.0664629047999903	0.282139880358256
BioGRID	2541545	MYC	ADAR	Affinity Capture-MS	Heidelberger JB (2018)	PUBMED:29467282	P01106	P55265	Homo sapiens	Homo sapiens	P01106	MYC	NA	NA	NA	NA	NA	NA
BioGRID	2544186	CDK9	ADAR	Affinity Capture-MS	Yang J (2015)	PUBMED:26209609	P50750	P55265	Homo sapiens	Homo sapiens	P50750	CDK9	Ocbimv22018950m	1462.06409407649	-0.013414095161773	0.121527570683964	0.895846254045102	0.965433499518172
BioGRID	2563221	GRWD1	ADAR	Affinity Capture-MS	Watanabe S (2018)	PUBMED:29991511	Q9BQ67	P55265	Homo sapiens	Homo sapiens	Q9BQ67	GRWD1	Ocbimv22026676m	3359.27250711493	0.462136497858329	0.184721151310714	0.00217146098422061	0.0282599683612266
BioGRID	2564382	KIAA1429	ADAR	Affinity Capture-RNA	Yue Y (2018)	PUBMED:29507755	Q69YN4	P55265	Homo sapiens	Homo sapiens	Q69YN4	KIAA1429	Ocbimv22014679m	6480.45247356758	-0.00871854234377698	0.150327727145694	0.934673496765574	0.978943010463935
BioGRID	2593431	PHB	ADAR	Affinity Capture-MS	Xu Y (2016)	PUBMED:27025967	P35232	P55265	Homo sapiens	Homo sapiens	P35232	PHB	Ocbimv22022740m	12766.6115013027	0.430087790348042	0.179363650742621	0.0032224056791298	0.0378893504974352
BioGRID	2594997	RBX1	ADAR	Affinity Capture-MS	Li Y (2018)	PUBMED:30349055	P62877	P55265	Homo sapiens	Homo sapiens	P62877	RBX1	Ocbimv22015958m	11444.926205525	0.107650466248263	0.1431108931884	0.326535309163795	0.647406775035135
BioGRID	2608147	NR2C2	ADAR	Affinity Capture-MS	Yu L (2018)	PUBMED:30463901	P49116	P55265	Homo sapiens	Homo sapiens	P49116	NR2C2	Ocbimv22010591m	NA	NA	NA	NA	NA
BioGRID	2631835	HIST1H4A	ADAR	Affinity Capture-MS	Nakamura K (2019)	PUBMED:30804502	P62805	P55265	Homo sapiens	Homo sapiens	P62805	HIST1H4A	Ocbimv22001847m	10.5104607183345	-0.0433684886218291	0.220080794780112	0.660466008193075	0.864515904494317
BioGRID	2634096	APEX1	ADAR	Affinity Capture-RNA	Antoniali G (2017)	PUBMED:28986522	P27695	P55265	Homo sapiens	Homo sapiens	P27695	APEX1	Ocbimv22032515m	5892.6324825285	0.167163937447613	0.113415445605574	0.0961525514658728	0.349171772870523
BioGRID	2638475	SNRNP70	ADAR	Affinity Capture-MS	Bishof I (2018)	PUBMED:29802200	P08621	P55265	Homo sapiens	Homo sapiens	P08621	SNRNP70	NA	NA	NA	NA	NA	NA
BioGRID	2644285	FUS	ADAR	Affinity Capture-MS	Chi B (2018)	PUBMED:29884807	P35637	P55265	Homo sapiens	Homo sapiens	P35637	FUS	NA	NA	NA	NA	NA	NA
BioGRID	2644496	MATR3	ADAR	Affinity Capture-MS	Chi B (2018)	PUBMED:29884807	P43243	P55265	Homo sapiens	Homo sapiens	P43243	MATR3	NA	NA	NA	NA	NA	NA
BioGRID	2653272	BIRC3	ADAR	Affinity Capture-MS	Lee SH (2019)	PUBMED:30948266	Q13489	P55265	Homo sapiens	Homo sapiens	Q13489	BIRC3	NA	NA	NA	NA	NA	NA
BioGRID	2659379	MATR3	ADAR	Affinity Capture-MS	Iradi MCG (2018)	PUBMED:29511296	P43243	P55265	Homo sapiens	Homo sapiens	P43243	MATR3	NA	NA	NA	NA	NA	NA
BioGRID	2689958	TRIM28	ADAR	Affinity Capture-MS	Jang SM (2018)	PUBMED:29955894	Q13263	P55265	Homo sapiens	Homo sapiens	Q13263	TRIM28	NA	NA	NA	NA	NA	NA
BioGRID	2748212	PLEKHA4	ADAR	Affinity Capture-MS	Shami Shah A (2019)	PUBMED:31091453	Q9H4M7	P55265	Homo sapiens	Homo sapiens	Q9H4M7	PLEKHA4	NA	NA	NA	NA	NA	NA
BioGRID	2754433	FANCD2	ADAR	Affinity Capture-MS	Pladevall-Morera D (2019)	PUBMED:31180492	Q9BXW9	P55265	Homo sapiens	Homo sapiens	Q9BXW9	FANCD2	Ocbimv22034737m	420.298610525898	0.530237361080211	0.381900125262409	0.0132714850827002	0.101514248779775
BioGRID	2777107	ZC3H18	ADAR	Affinity Capture-MS	Winczura K (2018)	PUBMED:29298432	Q86VM9	P55265	Homo sapiens	Homo sapiens	Q86VM9	ZC3H18	NA	NA	NA	NA	NA	NA
BioGRID	2779495	MYLK2	ADAR	Affinity Capture-MS	Kennedy SA (2020)	PUBMED:31980649	Q9H1R3	P55265	Homo sapiens	Homo sapiens	Q9H1R3	MYLK2	NA	NA	NA	NA	NA	NA
BioGRID	2788646	SNIP1	ADAR	Affinity Capture-MS	Chen LL (2018)	PUBMED:30404004	Q8TAD8	P55265	Homo sapiens	Homo sapiens	Q8TAD8	SNIP1	NA	NA	NA	NA	NA	NA
BioGRID	2809839	SMC1A	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q14683	P55265	Homo sapiens	Homo sapiens	Q14683	SMC1A	Ocbimv22009928m	4260.62677193427	0.0164840671172744	0.151254676558992	0.891135284807298	0.963152643366186
BioGRID	2809882	SMC3	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q9UQE7	P55265	Homo sapiens	Homo sapiens	Q9UQE7	SMC3	Ocbimv22003610m	8457.96754331878	0.188755796027132	0.164043106589911	0.14095337723685	0.428632551513331
BioGRID	2809996	STAG2	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q8N3U4	P55265	Homo sapiens	Homo sapiens	Q8N3U4	STAG2	Ocbimv22035251m	NA	NA	NA	NA	NA
BioGRID	2810362	MAU2	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q9Y6X3	P55265	Homo sapiens	Homo sapiens	Q9Y6X3	MAU2	Ocbimv22026495m	875.834532966588	0.229968479575049	0.244270754692642	0.114896423948336	0.386048153673516
BioGRID	2810421	SMC3	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q9UQE7	P55265	Homo sapiens	Homo sapiens	Q9UQE7	SMC3	Ocbimv22003610m	8457.96754331878	0.188755796027132	0.164043106589911	0.14095337723685	0.428632551513331
BioGRID	2810440	SMC1A	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q14683	P55265	Homo sapiens	Homo sapiens	Q14683	SMC1A	Ocbimv22009928m	4260.62677193427	0.0164840671172744	0.151254676558992	0.891135284807298	0.963152643366186
BioGRID	2810448	RAD21	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	O60216	P55265	Homo sapiens	Homo sapiens	O60216	RAD21	Ocbimv22025026m	5321.38607593048	-0.108073256552596	0.215388908289165	0.369935171060818	0.683325317048653
BioGRID	2810454	STAG1	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q8WVM7	P55265	Homo sapiens	Homo sapiens	Q8WVM7	STAG1	Ocbimv22035250m	10918.3289983632	-0.0947108614368904	0.170092581400578	0.470430068446517	0.753813834076633
BioGRID	2810465	STAG2	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q8N3U4	P55265	Homo sapiens	Homo sapiens	Q8N3U4	STAG2	Ocbimv22035251m	NA	NA	NA	NA	NA
BioGRID	2810475	WAPAL	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q7Z5K2	P55265	Homo sapiens	Homo sapiens	Q7Z5K2	WAPAL	NA	NA	NA	NA	NA	NA
BioGRID	2810486	PDS5A	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q29RF7	P55265	Homo sapiens	Homo sapiens	Q29RF7	PDS5A	Ocbimv22000721m	5772.26579303624	-0.270068800339417	0.177886045451117	0.0465521230470604	0.229229916424672
BioGRID	2810496	NIPBL	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q6KC79	P55265	Homo sapiens	Homo sapiens	Q6KC79	NIPBL	Ocbimv22034821m	8218.51914506697	-0.10255782496895	0.128447211991591	0.353070061971861	0.670293880014801
BioGRID	2823371	CIT	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	O14578	P55265	Homo sapiens	Homo sapiens	O14578	CIT	NA	NA	NA	NA	NA	NA
