335870	HDLBP	ADAR	Affinity Capture-Western	Wang Q (2005)	PUBMED:15723802	Q00341	P55265	Homo sapiens	Homo sapiens
2530930	RECQL4	ADAR	Affinity Capture-MS	Lu H (2017)	PUBMED:29229926	O94761	P55265	Homo sapiens	Homo sapiens
2541545	MYC	ADAR	Affinity Capture-MS	Heidelberger JB (2018)	PUBMED:29467282	P01106	P55265	Homo sapiens	Homo sapiens
2544186	CDK9	ADAR	Affinity Capture-MS	Yang J (2015)	PUBMED:26209609	P50750	P55265	Homo sapiens	Homo sapiens
2563221	GRWD1	ADAR	Affinity Capture-MS	Watanabe S (2018)	PUBMED:29991511	Q9BQ67	P55265	Homo sapiens	Homo sapiens
2564382	KIAA1429	ADAR	Affinity Capture-RNA	Yue Y (2018)	PUBMED:29507755	Q69YN4	P55265	Homo sapiens	Homo sapiens
2593431	PHB	ADAR	Affinity Capture-MS	Xu Y (2016)	PUBMED:27025967	P35232	P55265	Homo sapiens	Homo sapiens
2594997	RBX1	ADAR	Affinity Capture-MS	Li Y (2018)	PUBMED:30349055	P62877	P55265	Homo sapiens	Homo sapiens
2608147	NR2C2	ADAR	Affinity Capture-MS	Yu L (2018)	PUBMED:30463901	P49116	P55265	Homo sapiens	Homo sapiens
2631835	HIST1H4A	ADAR	Affinity Capture-MS	Nakamura K (2019)	PUBMED:30804502	P62805	P55265	Homo sapiens	Homo sapiens
2634096	APEX1	ADAR	Affinity Capture-RNA	Antoniali G (2017)	PUBMED:28986522	P27695	P55265	Homo sapiens	Homo sapiens
2638475	SNRNP70	ADAR	Affinity Capture-MS	Bishof I (2018)	PUBMED:29802200	P08621	P55265	Homo sapiens	Homo sapiens
2644285	FUS	ADAR	Affinity Capture-MS	Chi B (2018)	PUBMED:29884807	P35637	P55265	Homo sapiens	Homo sapiens
2644496	MATR3	ADAR	Affinity Capture-MS	Chi B (2018)	PUBMED:29884807	P43243	P55265	Homo sapiens	Homo sapiens
2653272	BIRC3	ADAR	Affinity Capture-MS	Lee SH (2019)	PUBMED:30948266	Q13489	P55265	Homo sapiens	Homo sapiens
2659379	MATR3	ADAR	Affinity Capture-MS	Iradi MCG (2018)	PUBMED:29511296	P43243	P55265	Homo sapiens	Homo sapiens
2689958	TRIM28	ADAR	Affinity Capture-MS	Jang SM (2018)	PUBMED:29955894	Q13263	P55265	Homo sapiens	Homo sapiens
2748212	PLEKHA4	ADAR	Affinity Capture-MS	Shami Shah A (2019)	PUBMED:31091453	Q9H4M7	P55265	Homo sapiens	Homo sapiens
2754433	FANCD2	ADAR	Affinity Capture-MS	Pladevall-Morera D (2019)	PUBMED:31180492	Q9BXW9	P55265	Homo sapiens	Homo sapiens
2777107	ZC3H18	ADAR	Affinity Capture-MS	Winczura K (2018)	PUBMED:29298432	Q86VM9	P55265	Homo sapiens	Homo sapiens
2779495	MYLK2	ADAR	Affinity Capture-MS	Kennedy SA (2020)	PUBMED:31980649	Q9H1R3	P55265	Homo sapiens	Homo sapiens
2788646	SNIP1	ADAR	Affinity Capture-MS	Chen LL (2018)	PUBMED:30404004	Q8TAD8	P55265	Homo sapiens	Homo sapiens
2809839	SMC1A	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q14683	P55265	Homo sapiens	Homo sapiens
2809882	SMC3	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q9UQE7	P55265	Homo sapiens	Homo sapiens
2809996	STAG2	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q8N3U4	P55265	Homo sapiens	Homo sapiens
2810362	MAU2	ADAR	Affinity Capture-MS	Kim JS (2019)	PUBMED:31010829	Q9Y6X3	P55265	Homo sapiens	Homo sapiens
2810421	SMC3	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q9UQE7	P55265	Homo sapiens	Homo sapiens
2810440	SMC1A	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q14683	P55265	Homo sapiens	Homo sapiens
2810448	RAD21	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	O60216	P55265	Homo sapiens	Homo sapiens
2810454	STAG1	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q8WVM7	P55265	Homo sapiens	Homo sapiens
2810465	STAG2	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q8N3U4	P55265	Homo sapiens	Homo sapiens
2810475	WAPAL	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q7Z5K2	P55265	Homo sapiens	Homo sapiens
2810486	PDS5A	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q29RF7	P55265	Homo sapiens	Homo sapiens
2810496	NIPBL	ADAR	Affinity Capture-Western	Kim JS (2019)	PUBMED:31010829	Q6KC79	P55265	Homo sapiens	Homo sapiens
2823371	CIT	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	O14578	P55265	Homo sapiens	Homo sapiens
2824714	ANLN	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q9NQW6	P55265	Homo sapiens	Homo sapiens
2825873	CHMP4B	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q9H444	P55265	Homo sapiens	Homo sapiens
2826310	CHMP4C	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q96CF2	P55265	Homo sapiens	Homo sapiens
2830192	KIF14	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q15058	P55265	Homo sapiens	Homo sapiens
2831227	KIF20A	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	O95235	P55265	Homo sapiens	Homo sapiens
2832297	KIF23	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q02241	P55265	Homo sapiens	Homo sapiens
2833115	PRC1	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	O43663	P55265	Homo sapiens	Homo sapiens
2842998	AIM2	ADAR	Affinity Capture-MS	Diner BA (2015)	PUBMED:25665578	O14862	P55265	Homo sapiens	Homo sapiens
2843102	IFI16	ADAR	Affinity Capture-MS	Diner BA (2015)	PUBMED:25665578	Q16666	P55265	Homo sapiens	Homo sapiens
2845716	ARHGEF10L	ADAR	Affinity Capture-MS	Mueller PM (2020)	PUBMED:32203420	Q9HCE6	P55265	Homo sapiens	Homo sapiens
2845910	DEPDC1B	ADAR	Affinity Capture-MS	Mueller PM (2020)	PUBMED:32203420	Q8WUY9	P55265	Homo sapiens	Homo sapiens
2883290	BRD4	ADAR	Affinity Capture-MS	Erber L (2019)	PUBMED:31239290	O60885	P55265	Homo sapiens	Homo sapiens
2886159	NUPR1	ADAR	Affinity Capture-MS	Lan W (2020)	PUBMED:32780723	O60356	P55265	Homo sapiens	Homo sapiens
2891510	BRD4	ADAR	Affinity Capture-MS	Shu S (2020)	PUBMED:32416067	O60885	P55265	Homo sapiens	Homo sapiens
2904915	RBM39	ADAR	Affinity Capture-MS	Han T (2017)	PUBMED:28302793	Q14498	P55265	Homo sapiens	Homo sapiens
2932699	CUL3	ADAR	Affinity Capture-MS	Li J (2015)	PUBMED:26949739	Q13618	P55265	Homo sapiens	Homo sapiens
2932715	FMR1	ADAR	Affinity Capture-MS	Li J (2015)	PUBMED:26949739	Q06787	P55265	Homo sapiens	Homo sapiens
2936628	RIN3	ADAR	Affinity Capture-MS	Shen R (2020)	PUBMED:32552912	Q8TB24	P55265	Homo sapiens	Homo sapiens
2974692	UFL1	ADAR	Affinity Capture-MS	Liu J (2020)	PUBMED:32807901	O94874	P55265	Homo sapiens	Homo sapiens
2975332	DDRGK1	ADAR	Affinity Capture-MS	Liu J (2020)	PUBMED:32807901	Q96HY6	P55265	Homo sapiens	Homo sapiens
2976389	TP53	ADAR	Affinity Capture-MS	Liu J (2020)	PUBMED:32807901	P04637	P55265	Homo sapiens	Homo sapiens
3014831	HTRA4	ADAR	Affinity Capture-MS	Wenta T (2019)	PUBMED:31470122	P83105	P55265	Homo sapiens	Homo sapiens
3021983	PAGE4	ADAR	Affinity Capture-MS	Koirala S (2020)	PUBMED:32698014	O60829	P55265	Homo sapiens	Homo sapiens
3045908	ILF3	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q12906	P55265	Homo sapiens	Homo sapiens
3046009	MAGEA8	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	P43361	P55265	Homo sapiens	Homo sapiens
3051748	NPAS1	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q99742	P55265	Homo sapiens	Homo sapiens
3067907	AQP3	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q92482	P55265	Homo sapiens	Homo sapiens
3077753	LY86	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	O95711	P55265	Homo sapiens	Homo sapiens
3099432	IL13RA2	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q14627	P55265	Homo sapiens	Homo sapiens
3105028	S100A2	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	P29034	P55265	Homo sapiens	Homo sapiens
3133113	USP38	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q8NB14	P55265	Homo sapiens	Homo sapiens
3155691	RNASE1	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	P07998	P55265	Homo sapiens	Homo sapiens
3169315	ILF2	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q12905	P55265	Homo sapiens	Homo sapiens
3197039	SPRTN	ADAR	Affinity Capture-MS	Perry M (2021)	PUBMED:33567341	Q9H040	P55265	Homo sapiens	Homo sapiens
3198469	BTF3	ADAR	Affinity Capture-MS	Wang H (2021)	PUBMED:33644029	P20290	P55265	Homo sapiens	Homo sapiens
3200467	EP300	ADAR	Affinity Capture-MS	Li X (2021)	PUBMED:33742100	Q09472	P55265	Homo sapiens	Homo sapiens
3201521	FSCN1	ADAR	Affinity Capture-MS	Liu H (2019)	PUBMED:31298480	Q16658	P55265	Homo sapiens	Homo sapiens
3202124	FBXW7	ADAR	Affinity Capture-MS	Xu F (2021)	PUBMED:33658012	Q969H0	P55265	Homo sapiens	Homo sapiens
3217541	EIF2AK2	ADAR	Affinity Capture-Western	Nie Y (2007)	PUBMED:17079286	P19525	P55265	Homo sapiens	Homo sapiens
3217542	ILF3	ADAR	Affinity Capture-Western	Nie Y (2007)	PUBMED:17079286	Q12906	P55265	Homo sapiens	Homo sapiens
3305582	CCNF	ADAR	Affinity Capture-MS	Rayner SL (2021)	PUBMED:33729478	P41002	P55265	Homo sapiens	Homo sapiens
3308580	PRKRA	ADAR	Affinity Capture-Western	Clerzius G (2013)	PUBMED:24020926	O75569	P55265	Homo sapiens	Homo sapiens
3310812	SIRT6	ADAR	Affinity Capture-MS	Wang H (2021)	PUBMED:34244565	Q8N6T7	P55265	Homo sapiens	Homo sapiens
3311773	DVL2	ADAR	Affinity Capture-MS	Kim SO (2021)	PUBMED:34299191	O14641	P55265	Homo sapiens	Homo sapiens
3325651	N	ADAR	Affinity Capture-MS	Somasekharan SP (2021)	PUBMED:34780058	P0DTC9	P55265	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3337573	ORF3	ADAR	Affinity Capture-MS	Zhou Y (2022)	PUBMED:35032548	K9N796	P55265	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
3347045	SOX2	ADAR	Affinity Capture-MS	Mahlokozera T (2021)	PUBMED:34732716	P48431	P55265	Homo sapiens	Homo sapiens
3350288	CAPZB	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P47756	P55265	Homo sapiens	Homo sapiens
3352080	COPB2	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P35606	P55265	Homo sapiens	Homo sapiens
3352477	CPSF6	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q16630	P55265	Homo sapiens	Homo sapiens
3353892	DDX21	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q9NR30	P55265	Homo sapiens	Homo sapiens
3354195	DHX9	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q08211	P55265	Homo sapiens	Homo sapiens
3355187	EIF2AK2	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P19525	P55265	Homo sapiens	Homo sapiens
3356394	FUS	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P35637	P55265	Homo sapiens	Homo sapiens
3356649	G3BP2	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q9UN86	P55265	Homo sapiens	Homo sapiens
3358493	HNRNPL	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P14866	P55265	Homo sapiens	Homo sapiens
3358829	ILF3	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q12906	P55265	Homo sapiens	Homo sapiens
3365209	PSPC1	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q8WXF1	P55265	Homo sapiens	Homo sapiens
3366316	RBM14	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q96PK6	P55265	Homo sapiens	Homo sapiens
3366520	RBM39	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q14498	P55265	Homo sapiens	Homo sapiens
3368333	RPS16	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P62249	P55265	Homo sapiens	Homo sapiens
3370278	SNRPA	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P09012	P55265	Homo sapiens	Homo sapiens
3370535	SNRPB	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P14678	P55265	Homo sapiens	Homo sapiens
3370833	SNRPC	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P09234	P55265	Homo sapiens	Homo sapiens
3372090	SRP9	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P49458	P55265	Homo sapiens	Homo sapiens
3372576	SSRP1	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q08945	P55265	Homo sapiens	Homo sapiens
3373560	TOP1	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P11387	P55265	Homo sapiens	Homo sapiens
3396242	PRMT1	ADAR	Affinity Capture-MS	Sanchez-Bailon MP (2021)	PUBMED:34728620	Q99873	P55265	Homo sapiens	Homo sapiens
3397146	MYCN	ADAR	Affinity Capture-MS	Wang L (2022)	PUBMED:35013218	P04198	P55265	Homo sapiens	Homo sapiens
3398557	MYC	ADAR	Affinity Capture-MS	Wang L (2022)	PUBMED:35013218	P01106	P55265	Homo sapiens	Homo sapiens
3400098	C9orf78	ADAR	Affinity Capture-MS	Bergfort A (2022)	PUBMED:35241646	Q9NZ63	P55265	Homo sapiens	Homo sapiens
3410035	ADAR	SMURF2	Affinity Capture-MS	Koganti P (2022)	PUBMED:35403872	P55265	Q9HAU4	Homo sapiens	Homo sapiens
3410036	SMURF2	ADAR	Affinity Capture-MS	Koganti P (2022)	PUBMED:35403872	Q9HAU4	P55265	Homo sapiens	Homo sapiens
3410037	ADAR	SMURF2	Affinity Capture-Western	Koganti P (2022)	PUBMED:35403872	P55265	Q9HAU4	Homo sapiens	Homo sapiens
3410038	SMURF2	ADAR	Affinity Capture-Western	Koganti P (2022)	PUBMED:35403872	Q9HAU4	P55265	Homo sapiens	Homo sapiens
3410039	SMURF2	ADAR	Co-localization	Koganti P (2022)	PUBMED:35403872	Q9HAU4	P55265	Homo sapiens	Homo sapiens
3413503	AIMP2	ADAR	Affinity Capture-MS	Kim DG (2022)	PUBMED:35546148	Q13155	P55265	Homo sapiens	Homo sapiens
3462486	MALAT1	ADAR	Affinity Capture-MS	Chen R (2017)	PUBMED:28973437	-	P55265	Homo sapiens	Homo sapiens
3467789	BAP1	ADAR	Affinity Capture-MS	Yang TJ (2022)	PUBMED:35446349	Q92560	P55265	Homo sapiens	Homo sapiens
3468980	DOT1L	ADAR	Affinity Capture-MS	Salvati A (2022)	PUBMED:35850772	Q8TEK3	P55265	Homo sapiens	Homo sapiens
3469708	MEN1	ADAR	Affinity Capture-MS	Salvati A (2022)	PUBMED:35850772	O00255	P55265	Homo sapiens	Homo sapiens
3471605	AR	ADAR	Affinity Capture-MS	Chen M (2022)	PUBMED:35785414	P10275	P55265	Homo sapiens	Homo sapiens
3473182	AATF	ADAR	Affinity Capture-MS	Kaiser RWJ (2019)	PUBMED:31363146	Q9NY61	P55265	Homo sapiens	Homo sapiens
3475106	ZRANB1	ADAR	Affinity Capture-MS	Chen Y (2022)	PUBMED:35944360	Q9UGI0	P55265	Homo sapiens	Homo sapiens
3481467	EIF2AK2	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	P19525	P55265	Homo sapiens	Homo sapiens
3482340	CLK1	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	P49759	P55265	Homo sapiens	Homo sapiens
3483176	SRPK2	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	P78362	P55265	Homo sapiens	Homo sapiens
