Name	Length	EffectiveLength	TPM	NumReads
Ocbimv22000170m	1458	1289.29	0.00344202	1
Ocbimv22000171m	636	468.147	0	0
Ocbimv22000172m	207	69.7538	2.84618	44.737
Ocbimv22000173m	150	34.0152	0.743776	5.701
Ocbimv22000174m	276	123.441	0.0359505	1
Ocbimv22000175m	2658	2489.29	0.379724	213
Ocbimv22000176m	213	74.0343	0	0
Ocbimv22000177m	213	74.0343	20.1047	335.402
Ocbimv22000178m	573	405.436	2.28764	209
Ocbimv22000180m	285	131.028	0.544875	16.0877
Ocbimv22000181m	150	34.0152	0.244399	1.87331
Ocbimv22000182m	708	539.921	6.05761	737
Ocbimv22000183m	594	426.314	5.25753	505.065
Ocbimv22000184m	570	402.453	0.220536	20
Ocbimv22000185m	375	212.068	0.941677	45
Ocbimv22000186m	1683	1514.29	1.94591	664
Ocbimv22000187m	1602	1433.29	8.45264	2730
Ocbimv22000188m	1251	1082.29	0.0205017	5
Ocbimv22000189m	192	59.4145	0.746917	10
Ocbimv22000190m	153	35.5968	55.6018	446
Ocbimv22000192m	4824	4655.29	2.17251	2279
Ocbimv22000193m	159	38.9086	0.228112	2
Ocbimv22000194m	603	435.275	0.224763	22.0457
Ocbimv22000195m	216	76.1983	0	0
Ocbimv22000197m	702	533.943	0.565169	68
Ocbimv22000198m	306	149.165	0.119003	4
Ocbimv22000199m	330	170.579	0	0
Ocbimv22000200m	219	78.3947	78.6091	1388.66
Ocbimv22000201m	1692	1523.29	6.6618	2286.71
Ocbimv22000202m	228	85.0746	0	0
Ocbimv22000203m	735	566.859	10.3464	1321.6
Ocbimv22000204m	351	189.759	19.9954	855
Ocbimv22000205m	210	71.8984	685.801	11111
Ocbimv22000206m	390	226.222	751.854	38327
Ocbimv22000207m	228	85.0746	3.39061	65
Ocbimv22000208m	468	301.603	0.0607259	4.12711
Ocbimv22000209m	498	331.113	17.8339	1330.63
Ocbimv22000210m	474	307.493	0.0288642	2
Ocbimv22000211m	297	141.318	71.036	2262.1
Ocbimv22000216m	14361	14192.3	13.773	44047
Ocbimv22000224m	162	40.6222	0.873959	8
Ocbimv22000225m	165	42.368	0	0
Ocbimv22000226m	171	45.9546	14.6784	152
Ocbimv22000227m	285	131.028	0.136766	4.0381
Ocbimv22000228m	792	623.777	0.021343	3
Ocbimv22000229m	5640	5471.29	1.64943	2033.57
Ocbimv22000231m	996	827.44	0.166261	31
Ocbimv22000232m	4338	4169.29	0.150079	141
Ocbimv22000233m	1437	1268.29	0.118966	34
Ocbimv22000235m	489	322.245	7.56049	549
Ocbimv22000237m	321	162.488	16.1136	590
Ocbimv22000238m	3225	3056.29	5.77174	3975
Ocbimv22000239m	1119	950.292	299.023	64032
Ocbimv22000241m	177	49.6676	0	0
Ocbimv22000242m	372	209.244	102.862	4850
Ocbimv22000243m	945	776.547	8.51497	1490
Ocbimv22000244m	1419	1250.29	8.72438	2458
Ocbimv22000245m	396	231.922	0.765388	40
Ocbimv22000246m	156	37.2378	0.357521	3
Ocbimv22000247m	1353	1184.29	2.81414	751
Ocbimv22000249m	726	557.875	8.5275	1072
Ocbimv22000251m	1305	1136.29	6.47528	1658
Ocbimv22000252m	177	49.6676	0	0
Ocbimv22000253m	210	71.8984	2.66718	43.2124
Ocbimv22000255m	1374	1205.29	8.21064	2230
Ocbimv22000256m	1128	959.292	0.124904	27
Ocbimv22000257m	321	162.488	91.7932	3361
Ocbimv22000258m	231	87.3534	0.304815	6
Ocbimv22000260m	501	334.067	0.0132841	1
Ocbimv22000261m	1824	1655.29	11.8927	4436
Ocbimv22000262m	660	492.076	540.304	59911
Ocbimv22000263m	189	57.4065	1377.33	17817
Ocbimv22000264m	156	37.2378	5588.77	46896
Ocbimv22000265m	156	37.2378	5456.49	45786
Ocbimv22000266m	798	629.77	6.75069	958
Ocbimv22000267m	672	504.032	104.501	11869
Ocbimv22000268m	582	414.377	33.6706	3144
Ocbimv22000269m	1905	1736.29	34.1185	13349
Ocbimv22000270m	960	791.525	99.4499	17738
Ocbimv22000273m	1194	1025.29	34.5311	7978
Ocbimv22000274m	1290	1121.29	0.811333	205
Ocbimv22000275m	225	82.8275	1.60735	30
Ocbimv22000276m	1746	1577.29	24.4384	8686
Ocbimv22000277m	1665	1496.29	24.0975	8125
Ocbimv22000278m	1341	1172.29	13.6999	3619
Ocbimv22000282m	219	78.3947	0.056608	1
Ocbimv22000283m	732	563.864	10.6013	1347
Ocbimv22000284m	891	722.64	18.9021	3078
Ocbimv22000289m	2334	2165.29	33.5093	16350
Ocbimv22000291m	1047	878.292	19.2256	3805
Ocbimv22000292m	516	348.886	1.46362	115.067
Ocbimv22000293m	420	254.922	0	0
Ocbimv22000294m	354	192.509	0	0
Ocbimv22000295m	342	181.493	6.72413	275
Ocbimv22000298m	2622	2453.29	13.0132	7194
Ocbimv22000301m	2157	1988.29	0.43523	195
Ocbimv22000302m	444	278.171	0.0638134	4
Ocbimv22000303m	3138	2969.29	11.2508	7527.86
Ocbimv22000304m	336	176.021	150.689	5977
Ocbimv22000305m	849	680.715	42.1797	6470
Ocbimv22000306m	3819	3650.29	1.75673	1445
Ocbimv22000307m	636	468.147	1.11846	117.988
Ocbimv22000308m	807	638.761	0	0
Ocbimv22000309m	1863	1694.29	0.020954	8
Ocbimv22000311m	159	38.9086	0.611794	5.36397
Ocbimv22000312m	1503	1334.29	22.3234	6711.93
Ocbimv22000313m	3198	3029.29	25.9223	17695
Ocbimv22000317m	267	115.987	0	0
Ocbimv22000318m	192	59.4145	4.18273	56
Ocbimv22000319m	717	548.899	0	0
Ocbimv22000320m	2316	2147.29	5.85284	2832
Ocbimv22000321m	156	37.2378	18.4719	155
Ocbimv22000322m	2505	2336.29	32.0615	16879
Ocbimv22000324m	261	111.062	0.0399576	1
Ocbimv22000325m	573	405.436	0.0235016	2.14712
Ocbimv22000326m	216	76.1983	0.174719	3
Ocbimv22000327m	1299	1130.29	0	0
Ocbimv22000328m	1170	1001.29	2.60604	588
Ocbimv22000329m	216	76.1983	0.232959	4
Ocbimv22000330m	207	69.7538	72.3364	1137
Ocbimv22000331m	249	101.378	41.3695	945.065
Ocbimv22000332m	855	686.698	244.85	37888
Ocbimv22000333m	459	292.801	8.0025	528
Ocbimv22000334m	168	44.1466	27.6439	275
Ocbimv22000335m	213	74.0343	0	0
Ocbimv22000336m	1335	1166.29	0	0
Ocbimv22000337m	180	51.5646	0	0
Ocbimv22000338m	246	98.9974	0.672406	15
Ocbimv22000339m	159	38.9086	75.3911	661
Ocbimv22000340m	2781	2612.29	4.92575	2899.54
Ocbimv22000341m	354	192.509	0	0
Ocbimv22000342m	168	44.1466	3.23277	32.1594
Ocbimv22000343m	162	40.6222	0	0
Ocbimv22000344m	378	214.886	0	0
Ocbimv22000345m	216	76.1983	0	0
Ocbimv22000346m	168	44.1466	0.467762	4.65326
Ocbimv22000347m	312	154.473	6.34573	220.886
Ocbimv22000348m	378	214.886	0.0826068	4
Ocbimv22000349m	867	698.68	0.914636	144
Ocbimv22000350m	489	322.245	0.192799	14
Ocbimv22000352m	279	125.948	19.9429	566
Ocbimv22000353m	228	85.0746	13.8233	265
Ocbimv22000354m	270	118.458	0.56194	15
Ocbimv22000355m	1032	863.292	0	0
Ocbimv22000356m	318	159.806	0.451938	16.2745
Ocbimv22000357m	222	80.6109	0.110103	2
Ocbimv22000358m	5670	5501.29	9.47119	11741
Ocbimv22000359m	1284	1115.29	40.6655	10220
Ocbimv22000360m	306	149.165	201.769	6782
Ocbimv22000361m	1017	848.292	18.5192	3540
Ocbimv22000363m	3156	2987.29	23.8713	16069
Ocbimv22000365m	243	96.6293	0.0459257	1
Ocbimv22000366m	1353	1184.29	402.203	107335
Ocbimv22000367m	1296	1127.29	24.1908	6145
Ocbimv22000371m	513	345.919	52.1624	4066
Ocbimv22000373m	228	85.0746	0	0
Ocbimv22000374m	3408	3239.29	1.59877	1167
Ocbimv22000375m	3006	2837.29	4.3419	2776
Ocbimv22000376m	192	59.4145	38.4662	515
Ocbimv22000377m	387	223.375	20.9198	1053
Ocbimv22000378m	1263	1094.29	14.7737	3643
Ocbimv22000379m	168	44.1466	1.00523	10
Ocbimv22000380m	453	286.945	24.9614	1614
Ocbimv22000381m	216	76.1983	0.291199	5
Ocbimv22000382m	537	369.672	0.912349	76
Ocbimv22000383m	7848	7679.29	1.4609	2528
Ocbimv22000384m	249	101.378	15.321	350
Ocbimv22000385m	5595	5426.29	0.00736044	9
Ocbimv22000386m	465	298.664	34.3617	2312.56
Ocbimv22000387m	558	390.516	1.26139	111
Ocbimv22000388m	1680	1511.29	10.1805	3467
Ocbimv22000392m	513	345.919	30.9883	2415.5
Ocbimv22000393m	6819	6650.29	0.379696	569
Ocbimv22000394m	330	170.579	0.237492	9.12872
Ocbimv22000395m	2049	1880.29	0.0590037	25
Ocbimv22000396m	234	89.6551	0	0
Ocbimv22000398m	2220	2051.29	7.22359	3339
Ocbimv22000399m	204	67.6493	241.764	3685.44
Ocbimv22000400m	852	683.711	0	0
Ocbimv22000401m	381	217.707	0	0
Ocbimv22000402m	159	38.9086	2.50923	22
Ocbimv22000403m	216	76.1983	0.088303	1.5162
Ocbimv22000404m	324	165.176	0	0
Ocbimv22000405m	5343	5174.29	0.107207	125
Ocbimv22000406m	180	51.5646	6.88499	80
Ocbimv22000407m	291	136.152	0.521505	16
Ocbimv22000408m	2697	2528.29	0.21473	122.336
Ocbimv22000409m	651	483.1	0.0247529	2.69462
Ocbimv22000410m	252	103.77	0	0
Ocbimv22000411m	240	94.2825	0.0471145	1.00097
Ocbimv22000412m	549	381.576	0.0351006	3.01808
Ocbimv22000413m	336	176.021	3.63046	144
Ocbimv22000414m	264	113.523	2.07183	53
Ocbimv22000415m	1200	1031.29	13.1288	3051
Ocbimv22000416m	873	704.669	39.9208	6339
Ocbimv22000419m	3075	2906.29	1.73156	1134
Ocbimv22000421m	1125	956.292	104.59	22538
Ocbimv22000422m	771	602.8	13.5607	1842
Ocbimv22000423m	1170	1001.29	67.1232	15145
Ocbimv22000424m	411	246.246	9.06491	503
Ocbimv22000425m	1293	1124.29	0.142267	36.043
Ocbimv22000426m	591	423.333	10.6377	1014.77
Ocbimv22000427m	990	821.475	43.4578	8044.47
Ocbimv22000429m	789	620.78	0.593342	83
Ocbimv22000430m	174	47.7943	326.187	3513
Ocbimv22000431m	705	536.931	60.9878	7379
Ocbimv22000432m	237	91.9657	0.820328	17
Ocbimv22000433m	273	120.937	0.29356	8
Ocbimv22000434m	729	560.87	0.17713	22.3867
Ocbimv22000435m	273	120.937	0.330255	9
Ocbimv22000436m	273	120.937	0.22017	6
Ocbimv22000438m	3225	3056.29	1.20807	832
Ocbimv22000440m	618	450.201	0.25629	26
Ocbimv22000441m	933	764.571	0	0
Ocbimv22000442m	210	71.8984	7.53362	122.056
Ocbimv22000443m	2286	2117.29	6.22082	2968
Ocbimv22000444m	234	89.6551	14.701	297
Ocbimv22000445m	3537	3368.29	1.65479	1256
Ocbimv22000446m	342	181.493	287.677	11765.3
Ocbimv22000447m	306	149.165	38.0512	1279
Ocbimv22000448m	267	115.987	100.396	2624
Ocbimv22000449m	276	123.441	99.8705	2778
Ocbimv22000450m	822	653.744	39.5686	5829
Ocbimv22000451m	1320	1151.29	4.98399	1293
Ocbimv22000452m	171	45.9546	17.9618	186
Ocbimv22000453m	567	399.466	96.5837	8694
Ocbimv22000455m	591	423.333	20.5046	1956
Ocbimv22000456m	177	49.6676	6.26733	70.1441
Ocbimv22000457m	531	363.73	0	0
Ocbimv22000458m	330	170.579	28.7997	1107
Ocbimv22000459m	222	80.6109	1.81671	33
Ocbimv22000460m	192	59.4145	2.01667	27
Ocbimv22000461m	1710	1541.29	0.166996	58
Ocbimv22000462m	423	257.817	0.0517724	3.00778
Ocbimv22000463m	249	101.378	0.0606223	1.38488
Ocbimv22000464m	423	257.817	112.641	6544
Ocbimv22000465m	255	106.188	0	0
Ocbimv22000466m	423	257.817	1.46309	85
Ocbimv22000467m	558	390.516	17.9311	1577.9
Ocbimv22000468m	582	414.377	0	0
Ocbimv22000469m	1539	1370.29	9.67032	2986
Ocbimv22000470m	270	118.458	3.48116	92.9233
Ocbimv22000471m	183	53.4908	0.414816	5
Ocbimv22000472m	285	131.028	0.0677379	2
Ocbimv22000474m	1020	851.292	42.4545	8144
Ocbimv22000475m	180	51.5646	0.516374	6
Ocbimv22000476m	264	113.523	0	0
Ocbimv22000477m	2121	1952.29	0.163664	72
Ocbimv22000478m	738	569.854	120.311	15449.2
Ocbimv22000479m	309	151.809	0	0
Ocbimv22000480m	375	212.068	0.0209262	1
Ocbimv22000485m	978	809.496	1.41439	258
Ocbimv22000489m	3564	3395.29	10.2038	7806.81
Ocbimv22000490m	369	206.439	13.027	606
Ocbimv22000491m	189	57.4065	0	0
Ocbimv22000492m	588	420.348	2.24063	212.234
Ocbimv22000493m	1350	1181.29	7.64489	2035
Ocbimv22000494m	180	51.5646	142.089	1651
Ocbimv22000495m	3774	3605.29	5.26457	4277
Ocbimv22000497m	279	125.948	151.756	4307
Ocbimv22000498m	264	113.523	0.88209	22.5649
Ocbimv22000500m	14979	14810.3	1.20216	4012
Ocbimv22000505m	219	78.3947	0.113216	2
Ocbimv22000506m	201	65.5572	0.270772	4
Ocbimv22000507m	186	55.4307	0.960717	12
Ocbimv22000508m	150	34.0152	407.915	3126.64
Ocbimv22000509m	969	800.506	0.596237	107.552
Ocbimv22000510m	348	187.004	0.491891	20.7279
Ocbimv22000511m	387	223.375	0	0
Ocbimv22000512m	1554	1385.29	5.03992	1573.26
Ocbimv22000513m	900	731.629	0.175902	29
Ocbimv22000514m	327	167.871	3.0993	117.24
Ocbimv22000515m	378	214.886	0	0
Ocbimv22000516m	171	45.9546	0.0973304	1.00789
Ocbimv22000517m	693	524.961	8.05619	953
Ocbimv22000518m	1452	1283.29	9.88673	2859
Ocbimv22000521m	1050	881.292	10.2473	2035
Ocbimv22000523m	1071	902.292	226.927	46139
Ocbimv22000524m	312	154.473	446.067	15527
Ocbimv22000525m	2586	2417.29	0.925264	504
Ocbimv22000526m	582	414.377	29.7295	2776
Ocbimv22000527m	303	146.547	7.20717	238
Ocbimv22000528m	1692	1523.29	9.14476	3139
Ocbimv22000529m	1326	1157.29	0.0498499	13
Ocbimv22000532m	1107	938.292	59.1108	12498
Ocbimv22000533m	846	677.719	14.2093	2170
Ocbimv22000534m	207	69.7538	7.95255	125
Ocbimv22000535m	348	187.004	0.875597	36.8969
Ocbimv22000536m	648	480.108	13.1809	1426
Ocbimv22000537m	1857	1688.29	4.66831	1776
Ocbimv22000538m	282	128.476	0.0410629	1.1888
Ocbimv22000539m	168	44.1466	36.5905	364
Ocbimv22000540m	240	94.2825	0	0
Ocbimv22000541m	525	357.796	1.41395	114
Ocbimv22000542m	4944	4775.29	7.92337	8526
Ocbimv22000544m	480	313.387	49.3499	3485
Ocbimv22000545m	390	226.222	0.451187	23
Ocbimv22000546m	639	471.139	8.31335	882.595
Ocbimv22000547m	192	59.4145	34.7316	465
Ocbimv22000548m	174	47.7943	23.9556	258
Ocbimv22000549m	273	120.937	49.1713	1340
Ocbimv22000551m	519	351.857	0.176574	14
Ocbimv22000552m	618	450.201	68.4885	6948
Ocbimv22000554m	2106	1937.29	0.760514	332
Ocbimv22000555m	867	698.68	3.39813	535
Ocbimv22000557m	912	743.603	5.46065	915
Ocbimv22000558m	795	626.773	34.8778	4926
Ocbimv22000559m	882	713.656	6.56658	1056
Ocbimv22000560m	1620	1451.29	9.86953	3227.65
Ocbimv22000561m	597	429.3	621.318	60105
Ocbimv22000562m	150	34.0152	7227.71	55400
Ocbimv22000563m	1527	1358.29	3.51874	1077
Ocbimv22000564m	567	399.466	1.94412	175
Ocbimv22000565m	2157	1988.29	14.5367	6513
Ocbimv22000566m	375	212.068	0.0837046	4
Ocbimv22000567m	1146	977.292	36.9627	8140
Ocbimv22000569m	219	78.3947	10.5857	187
Ocbimv22000570m	1179	1010.29	0.838978	191
Ocbimv22000571m	1866	1697.29	0.635278	242.972
Ocbimv22000572m	774	605.794	2.53214	345.66
Ocbimv22000573m	1197	1028.29	0.323931	75.0594
Ocbimv22000574m	819	650.748	0.616865	90.4562
Ocbimv22000575m	1209	1040.29	0.844645	198
Ocbimv22000576m	1425	1256.29	0.707696	200.343
Ocbimv22000577m	243	96.6293	0	0
Ocbimv22000578m	600	432.286	0.264337	25.7492
Ocbimv22000579m	1146	977.292	3.14683	693
Ocbimv22000580m	1962	1793.29	3.6699	1483
Ocbimv22000581m	1026	857.292	0.569414	110
Ocbimv22000582m	309	151.809	0.331982	11.3566
Ocbimv22000583m	162	40.6222	6.3362	58
Ocbimv22000584m	336	176.021	0.17648	7
Ocbimv22000585m	249	101.378	2.45136	56
Ocbimv22000586m	1842	1673.29	5.56414	2098
Ocbimv22000588m	162	40.6222	29.0591	266
Ocbimv22000589m	414	249.135	27.77	1559
Ocbimv22000590m	1368	1199.29	3.92604	1061
Ocbimv22000591m	3177	3008.29	6.8227	4625
Ocbimv22000592m	258	108.621	0.0408554	1
Ocbimv22000594m	2187	2018.29	0.776167	353
Ocbimv22000596m	348	187.004	0.332232	14
Ocbimv22000597m	288	133.582	4.28556	129
Ocbimv22000598m	1827	1658.29	3.25414	1216
Ocbimv22000599m	351	189.759	0	0
Ocbimv22000600m	159	38.9086	2.39518	21
Ocbimv22000601m	1482	1313.29	0.148681	44
Ocbimv22000602m	162	40.6222	1.96641	18
Ocbimv22000603m	159	38.9086	2.39518	21
Ocbimv22000604m	765	596.809	7.01198	943
Ocbimv22000605m	603	435.275	5.4443	534
Ocbimv22000606m	546	378.594	0.0590079	5.03407
Ocbimv22000607m	516	348.886	46.4849	3654.53
Ocbimv22000608m	627	459.173	26.0922	2699.74
Ocbimv22000609m	615	447.219	54.045	5446.42
Ocbimv22000610m	345	184.245	0.0481725	2
Ocbimv22000611m	1080	911.292	0.284052	58.3299
Ocbimv22000615m	426	260.717	18.4172	1082
Ocbimv22000617m	189	57.4065	1.23687	16
Ocbimv22000619m	2904	2735.29	123.086	75866
Ocbimv22000620m	1755	1586.29	0.565109	202
Ocbimv22000621m	159	38.9086	1.0265	9
Ocbimv22000622m	417	252.027	1.51431	86
Ocbimv22000623m	2355	2186.29	1.10016	542
Ocbimv22000624m	726	557.875	4.35921	548
Ocbimv22000625m	2031	1862.29	6.17186	2590
Ocbimv22000626m	615	447.219	0	0
Ocbimv22000627m	288	133.582	2.52483	76
Ocbimv22000628m	168	44.1466	272.865	2714.45
Ocbimv22000629m	156	37.2378	0	0
Ocbimv22000630m	186	55.4307	33.3049	416
Ocbimv22000632m	816	647.749	12.1332	1771
Ocbimv22000633m	273	120.937	25.026	682
Ocbimv22000634m	723	554.883	0	0
Ocbimv22000635m	288	133.582	0.332184	9.99911
Ocbimv22000636m	1194	1025.29	0.960881	222
Ocbimv22000637m	162	40.6222	501.124	4587.16
Ocbimv22000638m	1236	1067.29	9.34295	2247
Ocbimv22000639m	213	74.0343	1.49855	25
Ocbimv22000640m	948	779.544	10.3039	1810
Ocbimv22000641m	405	240.495	0.461315	25
Ocbimv22000642m	1107	938.292	8.45656	1788
Ocbimv22000643m	552	384.554	0.01154	1
Ocbimv22000644m	375	212.068	0.276513	13.2137
Ocbimv22000645m	636	468.147	51.4448	5427
Ocbimv22000646m	726	557.875	108.447	13633
Ocbimv22000647m	570	402.453	0.033167	3.00786
Ocbimv22000648m	210	71.8984	79.8546	1293.76
Ocbimv22000649m	216	76.1983	0	0
Ocbimv22000650m	321	162.488	1.6933	62
Ocbimv22000651m	327	167.871	52.5612	1988.28
Ocbimv22000652m	708	539.921	39.3621	4789
Ocbimv22000653m	342	181.493	0	0
Ocbimv22000654m	165	42.368	106.058	1012.55
Ocbimv22000655m	333	173.301	1.81811	71
Ocbimv22000656m	1074	905.292	0.946124	193.007
Ocbimv22000658m	1002	833.292	5.58653	1049
Ocbimv22000659m	645	477.117	0.0186956	2.01002
Ocbimv22000660m	534	366.705	0	0
Ocbimv22000661m	156	37.2378	1.07256	9
Ocbimv22000662m	1875	1706.29	9.06127	3484
Ocbimv22000664m	426	260.717	0.146771	8.62273
Ocbimv22000665m	198	63.4973	0.419334	6
Ocbimv22000666m	285	131.028	0.169345	5
Ocbimv22000667m	2046	1877.29	1.49636	633
Ocbimv22000670m	2460	2291.29	0.19368	100
Ocbimv22000671m	225	82.8275	0.299895	5.59732
Ocbimv22000672m	159	38.9086	1.14056	10
Ocbimv22000673m	225	82.8275	0.743134	13.87
