Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	GTPase activation	17	2.9772329246935203	8.802179730614353E-4	23637, 64786, 9743, 125058, 23158, 394, 22930, 57569, 23061, 120892, 84364, 9815, 84253, 9779, 10144, 84079, 5910	491	75	5414	2.4993346911065855	0.26264773904368266	0.05075923644654277	0.049879018473481335
UP_SEQ_FEATURE	repeat:ANK 1	19	3.327495621716287	8.820433326424797E-4	9881, 26115, 25998, 57182, 57534, 1612, 57524, 23390, 287, 288, 124930, 26057, 602, 142689, 142678, 9815, 84079, 79705, 55608	489	89	5368	2.343512327382183	0.7684763353092652	0.08129499382521523	0.08065796252941787
UP_SEQ_FEATURE	repeat:ANK 2	19	3.327495621716287	8.820433326424797E-4	9881, 26115, 25998, 57182, 57534, 1612, 57524, 23390, 287, 288, 124930, 26057, 602, 142689, 142678, 9815, 84079, 79705, 55608	489	89	5368	2.343512327382183	0.7684763353092652	0.08129499382521523	0.08065796252941787
GOTERM_CC_DIRECT	GO:0030027~lamellipodium	15	2.626970227670753	0.001172125891378428	4163, 4771, 4651, 7248, 8394, 2195, 57679, 323, 1499, 324, 5797, 5335, 6624, 2319, 3636	466	63	5148	2.630288166768853	0.39465947108480437	0.2114999160436196	0.2110057573612747
INTERPRO	IPR002110:Ankyrin repeat	19	3.327495621716287	0.0012881241879221963	9881, 26115, 25998, 57182, 57534, 1612, 57524, 23390, 287, 288, 124930, 26057, 602, 142689, 142678, 9815, 84079, 79705, 55608	481	92	5291	2.2717391304347827	0.7345514425904975	0.18935425562456287	0.18861818466003588
UP_KEYWORDS	Synapse	24	4.203152364273205	0.0013569162688715762	9378, 8001, 4131, 6198, 9743, 22883, 55361, 26503, 134957, 1128, 1139, 23390, 287, 288, 1138, 400745, 85439, 1136, 23098, 120892, 375790, 10564, 6857, 8618	491	131	5414	2.020117846426517	0.37488012574867924	0.06707043271850933	0.06590736163090513
SMART	SM00119:HECTc	8	1.4010507880910683	0.0014612489330781103	9320, 51366, 10075, 7337, 8924, 9690, 8925, 23327	310	18	2957	4.239426523297491	0.3152765589985992	0.18923173683361527	0.18923173683361527
GOTERM_MF_DIRECT	GO:0001540~beta-amyloid binding	6	1.0507880910683012	0.0017900948820342188	1139, 3416, 323, 6653, 22883, 590	457	11	5001	5.9689675750944895	0.696228603602618	0.2976032741381889	0.29715575041768033
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	36	6.304728546409807	0.0018785934924451652	22933, 4074, 8575, 5066, 25, 6198, 4771, 7248, 22794, 55681, 2195, 9043, 80762, 54472, 1499, 51167, 5797, 55626, 636, 10397, 4745, 80142, 123879, 8882, 9099, 2040, 200576, 29979, 55275, 10847, 9748, 602, 309, 10564, 2319, 1889	466	235	5148	1.6923385992146838	0.5528200498064297	0.2114999160436196	0.2110057573612747
GOTERM_BP_DIRECT	GO:0090630~activation of GTPase activity	10	1.7513134851138354	0.0019081031000574829	23637, 27352, 23061, 1983, 7248, 64786, 125058, 9779, 23158, 8394	448	33	4977	3.3664772727272725	0.9826936622518555	0.8105621969044188	0.8105621969044188
GOTERM_CC_DIRECT	GO:0005776~autophagosome	9	1.5761821366024518	0.0019766347293796224	79443, 8396, 26100, 4077, 23001, 55626, 9779, 3064, 29979	466	27	5148	3.682403433476395	0.5712309644771296	0.2114999160436196	0.2110057573612747
UP_KEYWORDS	Alternative splicing	351	61.471103327495626	0.002040648819493684	94005, 22878, 5144, 8897, 6597, 7322, 7204, 9743, 6477, 8533, 23167, 56098, 23049, 57182, 80762, 10659, 1457, 23040, 23161, 54472, 201163, 11188, 3631, 51400, 3636, 3092, 389072, 9079, 65258, 201965, 63874, 23178, 22883, 2678, 55210, 400745, 51773, 9748, 5824, 10787, 25, 26, 4077, 8315, 10193, 10075, 203238, 1118, 114294, 3416, 85439, 23382, 55227, 57521, 23263, 27067, 23385, 7337, 142678, 5832, 55108, 4745, 54938, 84461, 6262, 8443, 8567, 39, 4641, 125058, 55230, 9099, 2218, 1128, 23390, 84455, 23274, 55236, 6259, 51433, 142689, 8575, 6397, 47, 5066, 10051, 5189, 4771, 4651, 7248, 10174, 2232, 23001, 84918, 23002, 64759, 23005, 8450, 394, 1139, 58513, 6709, 1136, 1499, 79699, 145567, 84364, 11022, 1939, 9779, 64072, 128387, 10061, 23014, 254065, 29117, 23499, 79443, 287, 56105, 55255, 288, 56106, 57679, 114781, 1025, 57553, 23131, 11276, 9429, 64080, 58528, 27291, 9201, 22933, 9320, 9441, 65981, 4673, 7027, 23347, 23348, 22930, 28231, 146556, 1954, 57569, 56111, 54971, 26057, 10274, 56916, 7812, 10397, 5636, 51108, 54858, 219736, 8001, 91584, 64421, 64786, 22828, 80208, 727957, 26503, 9690, 200576, 81544, 80333, 55275, 10847, 54862, 23230, 195814, 23352, 54867, 84253, 8239, 55718, 5529, 26958, 6198, 9101, 8930, 23321, 56252, 60509, 91010, 55284, 23327, 25988, 1612, 10933, 2820, 26275, 51366, 54510, 51005, 51126, 8803, 636, 85015, 10376, 4326, 55608, 7175, 9354, 23210, 55170, 25998, 23215, 2040, 146198, 22920, 121665, 27253, 55854, 124930, 1982, 55852, 405, 6878, 5789, 10144, 79809, 9487, 284161, 8396, 158747, 23541, 23300, 8394, 79034, 79154, 80146, 55069, 79831, 29883, 5797, 8945, 83891, 10231, 55626, 10111, 80020, 1636, 9135, 9378, 9810, 9931, 4122, 22905, 7511, 25851, 56165, 130507, 2182, 9371, 2977, 27352, 80255, 2976, 783, 2975, 79269, 63929, 56965, 4919, 6655, 9922, 79705, 309, 85021, 9927, 1889, 128553, 9821, 26115, 221400, 134957, 23523, 374900, 10579, 55761, 54676, 56850, 84886, 5335, 9815, 8602, 10452, 5218, 8727, 4141, 92017, 80036, 151613, 323, 10902, 324, 23098, 1783, 60684, 196528, 57719, 375790, 10102, 8618, 3181, 114804, 9960, 64137, 29966, 28996, 9043, 51061, 57282, 23061, 55660, 57724, 57169, 5359, 5910, 5250, 23637, 4163, 7551, 23518, 9855, 27315, 80724, 200734, 64943, 146057, 80728, 79066, 29979, 80727, 57732, 5927, 171586, 26100, 125488, 652991, 2531, 23077, 23198, 389840, 54901, 5128	491	3547	5414	1.0911455537136745	0.5067730608118355	0.08001196029064662	0.07862446964976837
UP_KEYWORDS	ANK repeat	19	3.327495621716287	0.002081235961317398	9881, 26115, 25998, 57182, 57534, 1612, 57524, 23390, 287, 288, 124930, 26057, 602, 142689, 142678, 9815, 84079, 79705, 55608	491	96	5414	2.1823234894772567	0.5136652182669066	0.08001196029064662	0.07862446964976837
INTERPRO	IPR001251:CRAL-TRIO domain	6	1.0507880910683012	0.002779712531555467	6397, 158747, 7204, 23263, 23541, 79183	481	12	5291	5.500000000000001	0.9429773668367517	0.31781379944117505	0.31657837164937264
INTERPRO	IPR009091:Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	6	1.0507880910683012	0.002779712531555467	57679, 51366, 23077, 8924, 25998, 8925	481	12	5291	5.500000000000001	0.9429773668367517	0.31781379944117505	0.31657837164937264
UP_SEQ_FEATURE	domain:CRAL-TRIO	6	1.0507880910683012	0.002806174262884825	6397, 158747, 7204, 23263, 23541, 79183	489	12	5368	5.488752556237219	0.9905257455885846	0.23503452092924873	0.2331927796561443
UP_SEQ_FEATURE	repeat:ANK 10	7	1.2259194395796849	0.002833448112468339	1612, 287, 288, 26057, 26115, 84079, 57182	489	17	5368	4.520149163960062	0.9909457872864498	0.23503452092924873	0.2331927796561443
SMART	SM00516:SEC14	6	1.0507880910683012	0.0032751414918312937	6397, 158747, 7204, 23263, 23541, 79183	310	11	2957	5.202932551319648	0.5724370608179135	0.2566525154868674	0.2566525154868674
GOTERM_CC_DIRECT	GO:0030426~growth cone	11	1.926444833625219	0.003414691359075493	8882, 81544, 22933, 57679, 25, 323, 7248, 120892, 8239, 6624, 3508	466	42	5148	2.893316983445739	0.7686882385481553	0.29229758033686215	0.2916146420650471
GOTERM_MF_DIRECT	GO:0017075~syntaxin-1 binding	5	0.8756567425569177	0.0035454255820378294	1612, 9810, 120892, 6857, 134957	457	8	5001	6.839442013129103	0.905758765193463	0.4715416024110313	0.4708325172946238
UP_KEYWORDS	Cell adhesion	21	3.677758318739054	0.003772584501199028	9378, 25, 8642, 10174, 56098, 22883, 56132, 56121, 2195, 56105, 27253, 56106, 56111, 1499, 54510, 5797, 55714, 10893, 64072, 2319, 3636	491	117	5414	1.9791111807405084	0.7295809947788741	0.1276204619515399	0.12540739035700452
SMART	SM00248:ANK	19	3.327495621716287	0.003963745412924593	9881, 26115, 25998, 57182, 57534, 1612, 57524, 23390, 287, 288, 124930, 26057, 602, 142689, 142678, 9815, 84079, 79705, 55608	310	89	2957	2.0363537513591883	0.6425107777644359	0.2566525154868674	0.2566525154868674
GOTERM_BP_DIRECT	GO:0048675~axon extension	6	1.0507880910683012	0.004000526849681382	9201, 4131, 80208, 5458, 8239, 9706	448	13	4977	5.127403846153846	0.9997993926356478	1.0	1.0
