Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0254~Endocytosis	7	1.2302284710017575	0.019291975118517383	O00291, Q9UBC2, Q8WWQ8, Q01484, Q9UMZ2, Q92673, Q15276	104	47	2230	3.193535188216039	0.6640885358274102	0.530529315759228	0.530529315759228
UP_KW_CELLULAR_COMPONENT	KW-0967~Endosome	17	2.987697715289982	0.022155229667104516	Q2KHT3, Q5VYK3, Q92609, Q9BQS8, Q01484, Q9Y2I1, Q9ULJ7, Q86YJ7, Q9H172, Q92870, Q9Y4D2, Q8WUH2, Q96RL7, Q92673, Q9H3E2, Q6P3W7, Q15276	162	187	3227	1.8108866442199776	0.5006932465164176	0.137362423936048	0.1196382402023644
UP_KW_MOLECULAR_FUNCTION	KW-0418~Kinase	17	2.987697715289982	0.024616875306702334	P54886, P50750, P53355, O94921, O00418, Q6ZN16, O75962, P78356, Q9H477, Q9UHD2, Q9H2X6, Q99755, Q01973, Q00537, Q14161, Q92832, Q6IQ55	115	191	2287	1.770043250625996	0.6660276980228025	0.33178252026493205	0.33178252026493205
UP_KW_DOMAIN	KW-0040~ANK repeat	10	1.7574692442882252	0.02928288270389803	Q86YJ7, P53355, Q12955, Q8WXK4, Q9HCD6, O75179, Q01484, Q14161, Q86YT6, Q9ULJ7	141	78	2480	2.2549554464448085	0.44810843320083515	0.1688266779686392	0.15194401017177528
UP_KW_MOLECULAR_FUNCTION	KW-0675~Receptor	12	2.10896309314587	0.030162047296812006	Q659A1, P20645, Q8WU20, Q9UBC2, Q01973, Q8WWQ8, P23468, Q14161, Q92673, Q9HAR2, Q9Y2I1, Q9HCF6	115	118	2287	2.0224023581429624	0.740125470273109	0.33178252026493205	0.33178252026493205
UP_KW_BIOLOGICAL_PROCESS	KW-0130~Cell adhesion	8	1.4059753954305798	0.030175691428517233	Q9Y5R2, Q9H251, Q9Y5G9, Q14517, O14917, O94985, Q9HCL0, O60504	104	66	2230	2.599067599067599	0.8201909003063221	0.5532210095228159	0.5532210095228159
UP_KW_DOMAIN	KW-0863~Zinc-finger	28	4.92091388400703	0.038901229023715705	Q6ZN57, Q13615, O43313, O95714, Q9BXT4, Q6ZWE6, Q8WU90, Q7Z569, Q96PX1, P51523, Q96T23, P17036, Q5T0B9, Q14596, Q9UL68, Q5T4S7, Q9BQS8, Q6ZMW2, Q86YT6, Q05086, O75592, Q68CP9, Q3ZCX4, Q9P2E3, Q6ZT12, P42694, Q14161, Q8N895	141	342	2480	1.440006635975281	0.5477688872494302	0.1688266779686392	0.15194401017177528
UP_KW_MOLECULAR_FUNCTION	KW-0723~Serine/threonine-protein kinase	10	1.7574692442882252	0.041518002071785576	P50750, P53355, O94921, O00418, Q6ZN16, O75962, Q9UHD2, Q00537, Q9H2X6, Q6IQ55	115	94	2287	2.1156336725254397	0.8452273355699654	0.3653584182317131	0.3653584182317131
UP_KW_DOMAIN	KW-0802~TPR repeat	8	1.4059753954305798	0.0422066694921598	Q7Z4L5, Q96AE7, Q86TV6, Q96N46, Q9HCD6, Q96RL7, Q8N584, Q9Y6J0	141	58	2480	2.426021032037173	0.5778797651681854	0.1688266779686392	0.15194401017177528
UP_KW_CELLULAR_COMPONENT	KW-0770~Synapse	11	1.9332161687170473	0.05054006885980457	Q9Y4D2, Q12955, O94985, Q6DN90, O15066, Q9HCD6, Q5T5C0, Q6ZV89, Q01484, Q5XKL5, Q9NRA2	162	112	3227	1.956404320987654	0.7996562097550425	0.2611236891089903	0.22743030986912055
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	78	13.708260105448156	0.07072578804224487	Q9Y2W6, Q9NWD8, O94985, Q6PJG9, Q9HCF6, P23508, O60488, Q9NUQ9, Q8WWQ8, P23468, Q92574, Q8N3Y7, Q8IWB9, Q9HAR2, Q9Y5R2, Q12955, Q92609, Q9UBC2, Q7Z698, Q96HU8, Q8NBZ7, Q01484, Q7Z418, Q86YJ7, Q99755, P20645, Q9Y4D2, O14917, Q5T5C0, Q96RL7, Q9UMZ2, Q6ZT12, P42694, Q9H3E2, Q15751, Q6P3W7, Q8N3T6, Q13615, O94921, P49641, Q96D71, O15068, O43933, Q6ZWE6, Q9Y2I1, Q96AE7, Q8N9F7, O00291, Q9Y5G9, Q9UIW2, Q8WU20, Q9UBU6, Q7Z6Z7, Q9HCL0, Q92673, Q9BZ29, Q9NRA2, Q9Y490, P54886, Q2KHT3, Q86TV6, Q5T4S7, Q14517, P78356, A8K855, Q86YT6, Q8NAN2, Q5TH69, Q9H172, Q9H251, Q66K14, Q01973, O43909, Q9P2E3, Q9UL51, Q92542, O60271, Q92545	162	1353	3227	1.148367140237059	0.8970893206573065	0.2829839806817711	0.24646991865831677
UP_KW_CELLULAR_COMPONENT	KW-0206~Cytoskeleton	21	3.690685413005272	0.07302812404690867	Q7Z4L5, Q5TBA9, Q14204, Q5T4S7, P53355, Q5VYK3, O95714, Q12955, O95359, O15066, Q9Y2D1, Q01484, Q86YT6, O60504, O75592, Q6ZVD7, Q96AE7, Q9BZH6, Q6IQ55, Q93008, Q9Y490	162	286	3227	1.4626392126392127	0.9047064958037997	0.2829839806817711	0.24646991865831677
UP_KW_LIGAND	KW-0106~Calcium	15	2.6362038664323375	0.07389784430336865	Q9Y5R2, Q14517, O00418, Q96D71, O94985, A8K855, Q9UBC2, Q9HCF6, Q9H251, Q9Y5G9, Q9Y4D2, O14917, Q9HCL0, Q9HAR2, Q92832	90	163	1555	1.5899795501022493	0.7846336229563584	1.0	1.0
